iter	Passed	Remaining
257	2790	8026
258	2800	8013
259	2813	8009
260	2825	8000
261	2837	7991
262	2847	7978
263	2857	7965
264	2866	7950
265	2876	7938
266	2888	7928
267	2899	7919
268	2911	7910
269	2921	7898
270	2930	7883
271	2941	7873
272	2951	7859
273	2960	7845
274	2971	7833
275	2982	7823
276	2995	7819
277	3006	7809
278	3017	7798
279	3027	7783
280	3037	7771
281	3049	7764
282	3064	7762
283	3080	7765
284	3095	7766
285	3113	7771
286	3127	7770
287	3143	7771
288	3159	7772
289	3176	7777
290	3196	7787
291	3214	7792
292	3233	7802
293	3245	7793
294	3261	7794
295	3276	7793
296	3289	7786
297	3302	7779
298	3314	7769
299	3328	7767
300	3340	7756
301	3351	7745
302	3360	7730
303	3374	7725
304	3385	7714
305	3396	7702
306	3408	7693
307	3420	7685
308	3432	7676
309	3442	7662
310	3455	7655
311	3468	7647
312	3481	7640
313	3490	7626
314	3501	7614
315	3512	7601
316	3521	7587
317	3531	7574
318	3541	7560
319	3551	7545
320	3561	7534
321	3572	7523
322	3583	7510
323	3594	7498
324	3603	7483
325	3613	7470
326	3623	7457
327	3635	7447
328	3646	7436
329	3656	7423
330	3666	7411
331	3679	7403
332	3692	7396
333	3702	7382
334	3713	7370
335	3723	7358
336	3733	7344
337	3743	7331
338	3752	7317
339	3762	7303
340	3772	7290
341	3782	7277
342	3794	7267
343	3804	7254
344	3815	7244
345	3826	7232
346	3835	7218
347	3845	7205
348	3856	7193
349	3865	7178
350	3875	7165
351	3884	7151
352	3894	7138
353	3905	7127
354	3914	7112
355	3925	7100
356	3934	7086
357	3943	7072
358	3954	7061
359	3964	7047
360	3975	7036
361	3987	7027
362	3996	7012
363	4006	6999
364	4016	6987
365	4027	6977
366	4038	6965
367	4048	6952
368	4057	6939
369	4067	6926
370	4076	6912
371	4087	6900
372	4097	6886
373	4108	6876
374	4117	6863
375	4127	6849
376	4137	6837
377	4146	6823
378	4156	6810
379	4167	6799
380	4176	6785
381	4186	6773
382	4196	6760
383	4206	6747
384	4216	6734
385	4226	6722
386	4237	6712
387	4246	6698
388	4256	6685
389	4266	6673
390	4276	6660
391	4285	6647
392	4295	6634
393	4305	6622
394	4315	6610
395	4325	6596
396	4335	6585
397	4344	6571
398	4354	6559
399	4365	6548
400	4376	6537
401	4389	6528
402	4401	6521
403	4411	6508
404	4421	6495
405	4433	6486
406	4443	6473
407	4453	6461
408	4464	6451
409	4473	6437
410	4484	6426
411	4494	6413
412	4505	6403
413	4516	6392
414	4526	6380
415	4536	6368
416	4547	6357
417	4556	6344
418	4566	6332
419	4575	6319
420	4586	6307
421	4597	6297
422	4606	6284
423	4616	6271
424	4627	6260
425	4636	6246
426	4646	6235
427	4656	6222
428	4666	6210
429	4676	6199
430	4685	6185
431	4695	6173
432	4704	6160
433	4714	6147
434	4723	6135
435	4733	6122
436	4743	6111
437	4754	6100
438	4765	6090
439	4776	6078
440	4785	6066
441	4795	6053
442	4805	6042
443	4815	6030
444	4826	6019
445	4835	6006
446	4846	5995
447	4856	5983
448	4865	5970
449	4875	5959
450	4885	5946
451	4895	5935
452	4906	5924
453	4914	5910
454	4925	5899
455	4934	5887
456	4944	5874
457	4955	5863
458	4963	5850
459	4974	5839
460	4983	5827
461	4993	5815
462	5003	5803
463	5013	5791
464	5023	5779
465	5032	5767
466	5042	5755
467	5052	5743
468	5061	5730
469	5072	5719
470	5081	5707
471	5092	5696
472	5102	5684
473	5111	5671
474	5123	5662
475	5133	5650
476	5144	5640
477	5156	5630
478	5167	5620
479	5176	5608
480	5187	5597
481	5196	5585
482	5207	5574
483	5219	5564
484	5228	5552
485	5239	5541
486	5250	5530
487	5260	5519
488	5271	5508
489	5281	5496
490	5293	5487
491	5304	5476
492	5313	5464
493	5324	5453
494	5335	5443
495	5345	5431
496	5355	5420
497	5367	5410
498	5376	5398
499	5387	5387
500	5397	5376
501	5407	5364
502	5418	5354
503	5428	5342
504	5438	5330
505	5448	5319
506	5458	5307
507	5467	5295
508	5477	5283
509	5487	5272
510	5498	5261
511	5507	5249
512	5518	5238
513	5527	5226
514	5537	5214
515	5547	5203
516	5558	5192
517	5568	5181
518	5578	5170
519	5588	5158
520	5598	5147
521	5607	5135
522	5617	5123
523	5628	5112
524	5638	5101
525	5647	5089
526	5657	5077
527	5667	5065
528	5677	5055
529	5687	5043
530	5697	5032
531	5707	5020
532	5716	5008
533	5726	4997
534	5736	4985
535	5746	4974
536	5757	4963
537	5766	4952
538	5776	4940
539	5787	4930
540	5799	4920
541	5810	4909
542	5819	4897
543	5830	4887
544	5841	4876
545	5852	4866
546	5862	4854
547	5872	4843
548	5881	4831
549	5891	4820
550	5901	4808
551	5911	4797
552	5920	4785
553	5930	4774
554	5940	4763
555	5951	4752
556	5963	4743
557	5976	4733
558	5987	4723
559	5998	4713
560	6010	4703
561	6025	4695
562	6035	4684
563	6046	4674
564	6058	4664
565	6068	4653
566	6079	4642
567	6091	4633
568	6103	4622
569	6113	4611
570	6124	4601
571	6135	4590
572	6146	4580
573	6156	4569
574	6168	4559
575	6179	4548
576	6189	4537
577	6199	4526
578	6209	4514
579	6219	4504
580	6229	4492
581	6239	4480
582	6249	4469
583	6258	4458
584	6268	4447
585	6278	4435
586	6288	4424
587	6297	4412
588	6307	4401
589	6318	4390
590	6326	4378
591	6336	4367
592	6346	4356
593	6357	4345
594	6367	4334
595	6376	4322
596	6387	4311
597	6398	4301
598	6407	4289
599	6417	4278
600	6426	4266
601	6436	4255
602	6446	4244
603	6456	4233
604	6466	4221
605	6476	4210
606	6487	4200
607	6498	4189
608	6507	4178
609	6518	4167
610	6527	4155
611	6536	4144
612	6547	4133
613	6556	4122
614	6566	4110
615	6575	4099
616	6585	4087
617	6595	4077
618	6605	4065
619	6614	4054
620	6624	4043
621	6634	4031
622	6644	4020
623	6654	4009
624	6663	3998
625	6673	3987
626	6683	3975
627	6693	3964
628	6703	3953
629	6712	3942
630	6721	3930
631	6731	3919
632	6742	3909
633	6752	3898
634	6762	3887
635	6772	3875
636	6782	3864
637	6792	3853
638	6801	3842
639	6811	3831
640	6820	3820
641	6830	3808
642	6840	3798
643	6849	3786
644	6860	3775
645	6869	3764
646	6879	3753
647	6889	3742
648	6899	3731
649	6909	3720
650	6919	3709
651	6928	3698
652	6939	3687
653	6948	3676
654	6959	3665
655	6968	3654
656	6978	3643
657	6988	3632
658	6997	3620
659	7007	3610
660	7017	3598
661	7027	3588
662	7038	3577
663	7047	3566
664	7057	3555
665	7066	3544
666	7076	3533
667	7087	3522
668	7096	3511
669	7107	3500
670	7116	3489
671	7127	3478
672	7138	3468
673	7148	3457
674	7158	3446
675	7168	3435
676	7178	3424
677	7188	3413
678	7197	3402
679	7207	3391
680	7218	3381
681	7227	3370
682	7237	3359
683	7247	3348
684	7257	3337
685	7268	3326
686	7277	3315
687	7288	3305
688	7297	3293
689	7307	3283
690	7317	3272
691	7326	3261
692	7336	3250
693	7346	3239
694	7356	3228
695	7366	3217
696	7376	3206
697	7386	3195
698	7395	3184
699	7405	3173
700	7416	3163
701	7425	3152
702	7434	3141
703	7444	3129
704	7454	3119
705	7464	3108
706	7474	3097
707	7484	3086
708	7493	3075
709	7504	3065
710	7514	3054
711	7524	3043
712	7534	3032
713	7544	3021
714	7554	3011
715	7564	3000
716	7574	2989
717	7584	2978
718	7593	2967
719	7603	2956
720	7613	2946
721	7624	2935
722	7635	2925
723	7646	2914
724	7655	2903
725	7665	2893
726	7674	2882
727	7685	2871
728	7695	2860
729	7704	2849
730	7715	2839
731	7727	2829
732	7737	2818
733	7746	2807
734	7756	2796
735	7767	2785
736	7777	2775
737	7786	2764
738	7796	2753
739	7805	2742
740	7815	2731
741	7825	2720
742	7834	2709
743	7844	2699
744	7853	2688
745	7863	2677
746	7873	2666
747	7882	2655
748	7892	2644
749	7901	2633
750	7911	2623
751	7920	2612
752	7931	2601
753	7943	2591
754	7953	2580
755	7963	2570
756	7972	2559
757	7982	2548
758	7992	2537
759	8001	2526
760	8011	2516
761	8021	2505
762	8030	2494
763	8040	2483
764	8049	2472
765	8060	2462
766	8070	2451
767	8079	2440
768	8089	2430
769	8099	2419
770	8111	2409
771	8121	2398
772	8131	2387
773	8141	2377
774	8151	2366
775	8161	2355
776	8172	2345
777	8181	2334
778	8192	2324
779	8204	2313
780	8213	2303
781	8227	2293
782	8240	2283
783	8250	2273
784	8260	2262
785	8271	2251
786	8280	2241
787	8291	2230
788	8302	2220
789	8311	2209
790	8321	2198
791	8331	2188
792	8342	2177
793	8354	2167
794	8364	2156
795	8374	2146
796	8385	2135
797	8394	2124
798	8405	2114
799	8416	2104
800	8425	2093
801	8435	2082
802	8445	2071
803	8455	2061
804	8465	2050
805	8475	2040
806	8485	2029
807	8495	2018
808	8504	2007
809	8514	1997
810	8523	1986
811	8533	1975
812	8542	1964
813	8552	1954
814	8563	1943
815	8573	1933
816	8582	1922
817	8592	1911
818	8602	1901
819	8612	1890
820	8622	1879
821	8633	1869
822	8643	1858
823	8652	1848
824	8662	1837
825	8671	1826
826	8681	1816
827	8693	1805
828	8704	1795
829	8716	1785
830	8728	1775
831	8741	1765
832	8755	1755
833	8769	1745
834	8781	1735
835	8794	1725
836	8806	1714
837	8818	1704
838	8830	1694
839	8843	1684
840	8855	1674
841	8866	1663
842	8878	1653
843	8888	1642
844	8898	1632
845	8909	1621
846	8918	1611
847	8929	1600
848	8939	1589
849	8948	1579
850	8959	1568
851	8969	1558
852	8980	1547
853	8992	1537
854	9002	1526
855	9014	1516
856	9024	1505
857	9034	1495
858	9044	1484
859	9054	1474
860	9064	1463
861	9076	1453
862	9086	1442
863	9097	1431
864	9107	1421
865	9117	1410
866	9126	1400
867	9138	1389
868	9148	1379
869	9158	1368
870	9167	1357
871	9177	1347
872	9187	1336
873	9196	1325
874	9206	1315
875	9215	1304
876	9225	1293
877	9235	1283
878	9246	1272
879	9255	1262
880	9265	1251
881	9276	1241
882	9287	1230
883	9297	1220
884	9308	1209
885	9320	1199
886	9330	1188
887	9341	1178
888	9352	1167
889	9362	1157
890	9373	1146
891	9383	1136
892	9393	1125
893	9403	1114
894	9412	1104
895	9424	1093
896	9435	1083
897	9444	1072
898	9455	1062
899	9465	1051
900	9474	1041
901	9484	1030
902	9494	1019
903	9504	1009
904	9514	998
905	9523	988
906	9534	977
907	9544	967
908	9553	956
909	9565	945
910	9574	935
911	9585	924
912	9595	914
913	9604	903
914	9615	893
915	9624	882
916	9634	872
917	9644	861
918	9654	850
919	9664	840
920	9674	829
921	9684	819
922	9695	808
923	9705	798
924	9715	787
925	9725	777
926	9734	766
927	9745	756
928	9754	745
929	9763	734
930	9772	724
931	9782	713
932	9792	703
933	9801	692
934	9811	682
935	9820	671
936	9831	661
937	9841	650
938	9851	639
939	9861	629
940	9871	618
941	9880	608
942	9890	597
943	9899	587
944	9909	576
945	9919	566
946	9929	555
947	9941	545
948	9950	534
949	9960	524
950	9969	513
951	9981	503
952	9990	492
953	10000	482
954	10010	471
955	10019	461
956	10029	450
957	10040	440
958	10049	429
959	10059	419
960	10068	408
961	10078	398
962	10090	387
963	10099	377
964	10109	366
965	10119	356
966	10128	345
967	10139	335
968	10148	324
969	10157	314
970	10167	303
971	10176	293
972	10186	282
973	10196	272
974	10206	261
975	10215	251
976	10225	240
977	10235	230
978	10244	219
979	10255	209
980	10264	198
981	10274	188
982	10284	177
983	10294	167
984	10304	156
985	10314	146
986	10324	135
987	10334	125
988	10343	115
989	10353	104
990	10363	94
991	10372	83
992	10382	73
993	10391	62
994	10402	52
995	10411	41
996	10422	31
997	10431	20
998	10440	10
999	10451	0
